Player Name,Team,League,POS,GP,MIN,ST,ON,OFF,Y,YR,R,G,A,SA,AOP,ASP,S,SOG,INT,CR,ACR,CC,BCC,CCOP,CCSP,BLK,TKL,TKLW,FC,FS,P,AP,ACRO,AW,BR,DR,DW,EG,ES,IBS,IBSOG,IBG,OBS,OBSOG,OBG,AOG,APW,DSP,OWN,TOUCH,TBOX,PK,PKG,PKM,PKSVD,FKCR,FKACR,CRN,CRNCR,CRNW,FKS,FKSOG,FKG,GC,CS,PKC,CL,ECL,ALB,ATB,LMT,TOFF,BCM,BCS,ATTDR
Enzo,ALA,LIGA,F/M,2,71,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,2,0,0,17,30,0,0,8,2,4,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,2
Moussa Diaby,CRO,SERI,M,2,69,1,1,1,0,0,0,0,0,0,0,0,0,0,1,4,2,0,0,0,0,0,1,0,2,0,11,16,1,0,3,3,4,0,0,0,0,0,0,0,0,0,0,1,0,32,2,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
Christopher Martins-Pereira,OL,FRAN,M,2,69,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,3,2,2,0,33,41,0,3,4,0,6,0,0,0,0,0,0,0,0,0,0,2,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Robin Hack,HOF,BUND,M,3,67,1,2,1,0,0,0,1,0,0,0,0,2,1,0,3,1,1,0,1,0,1,2,2,1,3,10,15,1,1,2,0,6,0,0,1,0,0,1,1,1,0,0,3,0,38,3,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,1,1,1,0,0,0,0,0,0
Simone Palombi,LAZ,SERI,F,1,67,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,11,13,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fabio Gonzalez,LP,LIGA,M,1,65,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2,1,1,0,39,45,0,0,7,1,3,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,1
Vincent Nogueira,STR,FRAN,M,3,64,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,36,42,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,1,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,3,0,0,0,0,0,0
Carlos Munoz,ATL,LIGA,D,1,64,1,0,1,1,0,0,0,0,0,0,0,1,0,2,3,0,0,0,0,0,0,1,0,2,1,28,32,0,2,3,1,5,0,0,0,0,0,1,0,0,0,0,0,0,52,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2
Antonio Sivera,ALA,LIGA,G,1,63,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
David Alba,GET,LIGA,D,1,62,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,7,9,0,1,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,2,0,0,0,0,0,0
Victor Lopez Ibanez,ALA,LIGA,F,1,61,1,0,1,0,0,0,0,1,0,1,0,1,0,1,5,2,2,0,1,0,0,2,1,0,0,8,13,1,0,4,0,2,0,0,0,0,0,1,0,0,0,0,0,0,30,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,2
Felix Passlack,HOF,BUND,D,2,61,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2,2,0,0,31,36,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,3,0,0,0,0,0,0
Karim Guede,FBG,BUND,F,2,60,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,2,1,2,4,9,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
Emerson Hyndman,BOU,EPL,M,1,59,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,21,24,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0
Mohamed Gouaida,HAM,BUND,F,1,59,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,0,2,21,25,0,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,39,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,2
Molla Wague,UDN,SERI,D,1,58,1,0,1,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,1,0,1,0,24,28,0,5,1,0,6,0,0,1,0,0,0,0,0,0,0,0,0,46,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,5,2,0,0,0,0,0,0
Fabio Ceravolo,BEN,SERI,F,1,58,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,10,13,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,1
Meritan Shabani,MUN,BUND,M,1,56,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,11,16,0,0,3,1,4,0,1,0,0,0,0,0,0,0,0,1,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
Borja Lasso,SEV,LIGA,F/M,1,54,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,1,2,0,26,35,0,0,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,2
Ricardo Centurion,GEN,SERI,F/M,3,52,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,13,19,0,0,7,1,2,0,0,0,0,0,0,0,0,0,0,4,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,4
Kilian Jakob,AUG,BUND,D,1,51,1,0,1,0,0,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,0,0,0,0,1,5,8,1,2,2,0,3,0,0,1,0,0,0,0,0,0,0,1,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0
Stephan Ambrosius,HAM,BUND,D,1,45,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,32,34,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,4,0,0,0,1,0,0,0
Nicolai Muller,HAM,BUND,F,2,26,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,2,0,0,0,9,11,0,0,2,0,2,0,0,1,1,1,0,0,0,0,0,0,0,18,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Jeremie Boga,CHE,EPL,F/M,1,18,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kermit Erasmus,REN,FRAN,F,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diafra Sakho,WHU,EPL,F,14,294,0,14,0,2,0,0,2,0,0,0,0,9,3,1,3,1,1,0,1,0,0,5,2,4,6,39,64,1,16,8,2,29,0,0,9,3,2,0,0,0,0,0,12,0,143,17,0,0,0,0,0,0,1,0,6,0,0,0,11,0,0,2,2,3,0,0,5,2,2,6
Marko Rog,NAP,SERI,M,28,257,0,28,0,2,0,0,1,0,0,0,0,5,4,2,5,1,7,1,7,0,1,11,7,11,5,245,279,1,7,25,10,33,0,0,3,2,1,2,2,0,0,0,6,0,353,12,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,1,0,0,0,1,0,15
Izet Hajrovic,BRE,BUND,M,9,185,0,9,0,3,0,0,0,0,0,0,0,7,2,4,12,5,5,1,3,2,0,1,0,6,3,49,65,3,2,13,6,12,0,0,1,0,0,6,2,0,0,0,8,0,125,5,0,0,0,0,0,0,8,6,2,1,0,0,2,0,0,1,1,3,0,0,1,0,0,13
Luca Garritano,CHV,SERI,F/M,11,179,0,11,0,0,0,0,0,0,0,0,0,4,1,1,14,3,2,0,1,1,1,4,3,5,3,55,73,1,3,6,6,16,0,0,2,0,0,2,1,0,0,0,8,0,134,13,0,0,0,0,0,0,4,4,2,0,0,0,5,0,0,5,5,7,0,0,1,0,0,6
Farid Boulaya,FCM,FRAN,M,7,172,0,7,0,0,0,0,0,1,0,0,1,3,0,1,6,3,2,0,1,0,0,4,1,4,3,61,83,2,1,10,1,9,0,0,0,0,0,3,0,0,0,0,6,0,123,4,0,0,0,0,0,0,3,3,3,0,0,0,5,0,0,1,1,7,0,0,0,0,0,2
Dani Pacheco,GET,LIGA,M,11,165,0,11,0,0,0,0,0,0,0,0,0,1,0,2,20,4,6,2,4,2,0,4,4,0,0,56,80,2,0,8,4,8,0,0,1,0,0,0,0,0,0,0,2,0,130,3,0,0,0,0,0,0,6,6,4,0,0,0,2,0,0,1,1,5,1,0,0,0,0,6
Loic Puyo,SCO,FRAN,M,8,162,0,8,0,0,0,0,0,0,0,0,0,2,0,4,7,2,5,0,4,1,3,9,6,8,2,84,111,1,0,18,1,12,0,0,0,0,0,2,0,0,0,0,3,0,154,1,0,0,0,0,1,0,2,2,1,0,0,0,0,0,0,2,2,14,0,0,0,0,0,1
Lucas Boye,TOR,SERI,F,11,142,0,11,0,0,0,0,0,1,0,1,0,0,0,2,5,0,4,1,3,0,0,9,8,6,2,58,82,0,2,13,5,18,0,0,0,0,0,0,0,0,0,0,13,0,156,3,0,0,0,0,0,0,1,1,1,0,0,0,3,0,0,2,2,1,0,0,1,0,0,8
Thomas Toure,SCO,FRAN,F,7,121,0,7,0,1,0,0,0,1,0,1,0,7,0,1,1,1,4,1,3,0,0,3,2,3,0,40,49,1,0,8,2,5,0,0,3,0,0,4,0,0,0,0,5,0,91,6,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,7
Brian Fernandez,FCM,FRAN,F,7,121,0,7,0,0,0,0,0,0,0,0,0,6,2,0,3,2,3,0,2,1,0,0,0,1,4,16,21,1,2,2,2,8,0,0,3,0,0,3,2,0,0,0,1,0,55,7,0,0,0,0,0,0,2,1,2,1,0,0,6,0,0,0,0,0,0,0,6,0,0,4
Riccardo Orsolini,ATA,SERI,F/M,8,117,0,8,0,0,0,0,0,0,0,0,0,3,0,0,7,0,4,2,3,1,0,3,2,5,3,37,47,0,3,7,0,9,0,0,1,0,0,2,0,0,0,1,5,0,86,10,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,5
Noah-Joel Sarenren-Bazee,HAN,BUND,F,7,112,0,7,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,5,9,19,0,3,3,3,11,0,0,0,0,0,0,0,0,0,0,5,0,56,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,2,0,0,4
Joel Pohjanpalo,LEV,BUND,F,7,110,0,7,0,0,0,0,1,0,0,0,0,5,3,0,0,0,0,0,0,0,1,0,0,2,2,12,20,0,3,4,0,5,0,0,4,2,1,1,1,0,0,0,0,0,36,6,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,2,2,0,0,0,0,1,1,3
Jordan Tell,REN,FRAN,F,6,109,0,6,0,0,0,0,1,0,0,0,0,6,1,1,0,0,1,0,1,0,0,4,4,2,0,22,28,0,2,3,0,6,0,0,5,1,1,1,0,0,0,0,5,0,56,9,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,2,0,0,1,0,1,3
John Guidetti,CEL,LIGA,F,8,107,0,8,0,0,0,0,0,0,0,0,0,5,3,0,0,0,2,1,2,0,0,0,0,2,0,28,38,0,1,6,1,2,0,0,4,2,0,1,1,0,0,0,8,0,56,12,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1
Mickael Le Bihan,NIC,FRAN,F,7,100,0,7,0,0,0,0,0,0,0,0,0,1,0,0,3,0,3,0,3,0,0,0,0,1,2,41,45,0,1,3,3,6,0,0,1,0,0,0,0,0,0,0,4,0,69,6,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,3,0,0,0,0,0,5
Eduardo Exposito,DEP,LIGA,M,3,94,0,3,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,2,1,45,52,0,0,8,1,3,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,2,2,0,0,0,0,0,2
Najib Gandi,FCN,FRAN,M,5,93,0,5,0,1,0,0,0,0,0,0,0,2,0,4,1,0,0,0,0,0,1,6,5,2,3,29,36,0,2,15,4,14,0,0,0,0,0,2,0,0,0,0,1,0,69,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,2,4,0,0,4,0,0,4
Johannes Eggestein,BRE,BUND,F,7,93,0,7,0,0,0,0,0,0,0,0,0,2,1,1,3,0,3,1,3,0,1,0,0,0,2,20,29,0,0,4,0,2,0,0,2,1,0,0,0,0,0,0,2,0,48,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Oliver Kragl,CRO,SERI,F,5,93,0,5,0,0,0,0,0,0,0,0,0,0,0,2,1,1,3,0,1,2,0,1,0,3,3,26,37,0,2,5,0,6,0,0,0,0,0,0,0,0,0,0,6,0,58,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,2,2,2,0,0,0,0,0,2
Adam Ounas,NAP,SERI,F/M,7,89,0,7,0,0,0,0,0,0,0,0,0,5,1,0,7,2,5,0,5,0,0,4,3,0,1,43,51,2,0,3,4,9,0,0,1,0,0,4,1,0,0,1,6,0,87,6,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,2,2,2,0,0,0,0,0,6
Aleksandar Mitrovic,NEW,EPL,F,6,89,0,6,0,0,0,0,1,0,0,0,0,4,2,0,0,0,3,0,3,0,0,1,1,3,5,39,54,0,6,4,2,14,0,0,4,2,1,0,0,0,0,0,3,0,81,11,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,1,1,1,4
Alessandro Bastoni,ATA,SERI,D,4,87,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,2,0,0,2,2,2,6,60,75,0,1,6,2,10,0,0,1,0,0,0,0,0,0,0,2,0,106,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,3,0,0,0,0,0,3
Gabriel,TRO,FRAN,D,1,83,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,31,43,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,8,1,0,0,0,0,0
Noe Dussenne,CRO,SERI,D,1,82,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,3,0,7,12,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,32,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,7,1,0,0,0,0,0,0
Aristoteles Romero,CRO,SERI,M,6,80,0,6,0,2,0,0,0,0,0,0,0,1,0,5,0,0,1,0,1,0,0,11,7,6,0,37,49,0,1,15,1,13,0,0,1,0,0,0,0,0,0,0,2,0,77,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,2
Amine Gouiri,OL,FRAN,F,7,76,0,7,0,0,0,0,0,0,0,0,0,3,2,2,1,0,2,0,2,0,0,1,1,1,1,16,19,0,0,4,3,5,0,0,2,2,0,1,0,0,0,0,3,0,39,4,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4
Tyrese Campbell,STK,EPL,F,4,75,0,4,0,0,0,0,0,0,0,0,0,2,1,1,3,1,0,0,0,0,1,2,1,0,0,9,17,1,2,1,0,4,0,0,2,1,0,0,0,0,0,0,3,0,35,4,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0
Rijad Bajic,UDN,SERI,F,5,75,0,5,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,2,0,0,0,0,1,0,13,19,0,2,1,1,3,0,0,2,1,0,0,0,0,0,0,1,0,29,3,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,3,3,1,1,0,1,0,0,1
Stefan Kiessling,LEV,BUND,F,8,75,0,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0,1,3,15,27,0,7,3,0,10,0,0,2,0,0,0,0,0,0,0,1,0,42,5,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,1,1,0,0,0,1,1,0,1
Niccolo Zanellato,CRO,SERI,M,1,74,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,1,2,0,0,3,2,2,0,24,34,0,3,5,0,6,0,0,1,0,0,1,0,0,0,0,0,0,47,5,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Cristoph Janker,AUG,BUND,D,5,73,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,3,1,0,6,12,0,2,3,0,6,0,1,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,3,0,0,0,0,0,0,0
Samuel Gustafson,TOR,SERI,M,4,73,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,3,0,24,34,0,0,4,3,6,0,0,0,0,0,0,0,0,0,0,3,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,4
Lucas Moura,PSG,FRAN,F/M,5,72,0,5,0,1,0,0,1,1,0,1,0,3,2,0,3,0,1,1,0,0,0,1,1,5,2,39,44,0,1,1,4,8,0,0,3,2,1,0,0,0,0,0,0,0,63,9,0,0,0,0,0,0,4,3,2,0,0,0,1,0,0,0,0,0,1,0,1,2,1,4
Philipp Ochs,HOF,BUND,M,3,71,0,3,0,0,0,0,0,0,0,0,0,4,2,1,3,0,1,0,1,0,0,5,4,0,0,14,19,0,1,4,0,6,0,0,2,1,0,2,1,0,1,0,2,0,38,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,2
Luca Vido,ATA,SERI,F,4,69,0,4,0,0,0,0,0,0,0,0,0,4,2,0,4,4,2,0,2,0,0,5,5,3,5,25,28,4,1,4,2,13,0,0,2,0,0,2,2,0,0,0,2,0,57,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,3
Fabian Reese,SKE,BUND,F,7,69,0,7,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,2,2,3,0,18,21,0,0,7,0,2,0,0,2,0,0,2,0,0,0,0,2,0,41,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,3
Dean Whitehead,HUD,EPL,M/D,4,68,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,42,50,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
Jonathan Tinhan,TRO,FRAN,F,5,68,0,5,0,1,0,0,0,0,0,0,0,1,0,1,4,0,1,0,1,0,0,1,0,3,1,11,18,0,1,2,0,3,0,0,1,0,0,0,0,0,0,0,1,0,35,2,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
Ramiro Guerra,VIL,LIGA,M,4,67,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,3,2,1,2,25,31,1,0,4,0,5,0,0,0,0,0,0,0,0,0,0,3,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,2,1,0,0,0,0,0,2
Arona Sane,ATL,LIGA,F/M,1,64,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,10,15,0,2,0,0,4,0,0,0,0,0,1,1,0,0,0,3,0,25,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
Kpene Ignatius Ganago,NIC,FRAN,F,6,63,0,6,0,1,0,0,1,0,0,0,0,3,2,0,0,0,1,0,1,0,0,0,0,4,1,13,19,0,3,1,1,5,0,0,3,2,1,0,0,0,0,0,0,0,34,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,3
Theo Walcott,ARS,EPL,F/M,6,63,0,6,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,1,0,14,19,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,28,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5,0,0,1
Remy Cabella,OM,FRAN,M,3,62,0,3,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,7,4,2,2,29,36,0,0,4,3,12,0,0,2,1,1,0,0,0,0,0,1,0,55,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,3
Merveille Ndockyt,GET,LIGA,M,6,62,0,6,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,4,3,16,25,0,2,5,2,8,0,0,0,0,0,0,0,0,0,0,1,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2
Emanuele Giaccherini,NAP,SERI,F/M,4,60,0,4,0,2,0,0,0,0,0,0,0,1,0,0,2,1,2,0,2,0,0,1,1,1,2,45,52,1,0,7,2,5,0,0,1,0,0,0,0,0,0,1,5,0,69,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
Medhi Lacen,GET,LIGA,M/D,4,59,0,4,0,1,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,3,1,2,0,21,24,0,0,5,0,3,0,0,1,1,0,1,0,0,0,0,1,0,37,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
Jefferson Montero,GET,LIGA,M,4,55,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,1,2,0,10,10,0,2,3,1,4,0,0,0,0,0,0,0,0,0,0,4,0,29,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,2,1,0,0,0,0,0,1
Julian Schieber,HB,BUND,F,3,53,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,1,6,13,0,3,1,0,5,0,0,1,0,0,0,0,0,0,0,0,0,26,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,1,0,0,0,1,0,5
Hicham Mahou,NIC,FRAN,M,3,52,0,3,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,1,1,1,0,20,25,0,0,3,1,2,0,0,1,0,0,0,0,0,0,0,2,0,38,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
Aleksandar Katai,ALA,LIGA,M,3,52,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,2,1,8,9,0,0,3,4,6,0,0,0,0,0,2,0,0,0,0,4,0,28,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,6
Mohamed Drager,FBG,BUND,M/D,2,51,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,12,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,3,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Pau Torres,VIL,LIGA,D,2,51,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,20,31,0,3,5,0,3,0,0,0,0,0,0,0,0,0,0,1,0,41,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,4,3,0,0,0,0,0,0
Brahim Diaz,MCI,EPL,F/M,5,50,0,5,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,1,0,1,4,25,28,0,0,8,1,6,0,0,3,1,0,0,0,0,0,0,2,0,55,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
Jon Guridi,RSO,LIGA,M,4,50,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,18,23,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Valentin Stocker,HB,BUND,M,3,49,0,3,0,0,0,0,0,0,0,0,0,3,2,1,1,0,1,0,1,0,0,1,0,4,1,11,16,0,3,2,0,5,0,0,0,0,0,3,2,0,0,0,1,0,30,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Vincent Marcel,NIC,FRAN,F,2,47,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,16,20,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Nahki Wells,BUR,EPL,F,9,46,0,9,0,0,0,0,0,0,0,0,0,3,1,0,2,0,0,0,0,0,0,4,3,4,0,16,16,0,0,5,1,5,0,0,2,1,0,1,0,0,0,0,3,0,34,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1
