Player,Team,League,POS,GP,MIN,ST,ON,OFF,Y,YR,R,G,A,SA,AOP,ASP,S,SOG,INT,CR,ACR,CC,BCC,CCOP,CCSP,BLK,TKL,TKLW,FC,FS,P,AP,ACRO,AW,BR,DR,DW,EG,ES,IBS,IBSOG,IBG,OBS,OBSOG,OBG,AOG,APW,DSP,OWN,TOUCH,TBOX,PK,PKG,PKM,PKSVD,FKCR,FKACR,CRN,CRNCR,CRNW,FKS,FKSOG,FKG,GC,CS,PKC,CL,ECL,ALB,ATB,LMT,TOFF,BCM,BCS,ATTDR
Tyrone Mings,AVL,EPL,D,11,990,11,0,0,1,0,0,0,1,0,1,0,1,0,10,3,1,3,1,2,0,25,3,3,6,3,371,472,1,26,75,4,36,2,1,1,0,0,0,0,0,0,0,2,0,641,6,0,0,0,0,0,0,0,0,1,0,0,0,18,2,0,80,80,37,0,0,2,1,0,4
Benoit Costil,GDB,FRAN,G,11,990,11,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,222,331,0,2,78,1,3,0,0,0,0,0,0,0,0,0,0,0,0,409,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,0,4,4,77,0,0,0,0,0,1
James Tarkowski,BUR,EPL,D,11,990,11,0,0,3,0,0,0,0,0,0,0,6,1,19,1,0,4,2,4,0,13,20,13,11,13,259,367,0,43,64,9,84,0,2,6,1,0,0,0,0,0,0,2,0,540,20,0,0,0,0,0,0,0,0,2,0,0,0,18,3,0,52,52,24,0,0,0,0,0,9
Ben Foster,WAT,EPL,G,11,990,11,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,121,289,0,4,107,2,7,1,0,1,1,0,0,0,0,0,0,0,0,401,1,0,0,0,0,0,0,0,0,1,0,0,0,23,2,1,10,10,71,0,0,0,1,0,2
Jean-Charles Castelletto,BRE,FRAN,D,11,990,11,0,0,2,0,0,1,0,0,0,0,3,2,14,1,0,2,0,2,0,10,7,4,10,5,412,481,0,28,50,4,44,0,0,3,2,1,0,0,0,0,0,2,0,592,5,0,0,0,0,0,0,1,1,0,0,0,0,14,4,0,48,48,37,0,0,0,1,1,4
Marcelo Brozovic,INT,SERI,M,11,990,11,0,0,2,0,0,2,1,1,0,1,21,5,15,22,2,14,0,11,2,3,31,16,14,4,748,831,0,8,74,13,55,1,0,6,1,1,15,4,1,0,0,10,0,1027,14,0,0,0,0,3,0,12,9,5,1,0,0,11,4,0,12,12,85,1,0,1,0,0,15
Axel Disasi,SDR,FRAN,D,11,990,11,0,0,2,0,0,0,0,0,0,0,7,1,11,2,0,2,0,2,0,15,9,5,12,9,426,502,0,36,42,2,53,0,0,6,1,0,1,0,0,0,0,2,0,633,9,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,38,38,33,0,0,0,1,0,4
Aleksandar Kolarov,ROM,SERI,D,11,990,11,0,0,2,0,0,4,2,0,2,0,25,11,7,67,20,24,2,14,8,4,17,14,11,13,404,488,7,13,59,8,50,0,0,9,5,2,16,6,2,0,0,7,0,756,31,4,2,0,2,5,1,27,26,18,11,5,2,12,3,1,14,14,36,1,0,1,2,2,14
Ruben Blanco,CEL,LIGA,G,11,990,11,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,190,311,0,2,84,0,3,0,0,0,0,0,0,0,0,0,0,0,0,414,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,12,12,69,0,0,0,0,0,0
Lukasz Skorupski,BGN,SERI,G,11,990,11,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,213,295,0,2,98,0,3,0,1,0,0,0,0,0,0,0,0,0,0,414,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,0,7,7,85,0,0,0,0,0,0
Milan Skriniar,INT,SERI,D,11,990,11,0,0,3,0,0,0,0,0,0,0,4,3,12,0,0,1,0,1,0,5,15,5,22,7,700,738,0,11,66,0,31,0,0,3,2,0,1,1,0,0,0,3,1,852,6,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,35,35,40,0,0,0,0,0,1
Manolo Reina,MRC,LIGA,G,11,990,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,180,314,0,1,111,0,5,0,0,0,0,0,0,0,0,0,0,0,0,408,0,0,0,0,0,0,0,0,0,1,0,0,0,15,3,0,4,4,77,0,0,0,0,0,0
Leonardo Bonucci,JUV,SERI,D,11,990,11,0,0,2,0,0,1,0,0,0,0,9,2,8,5,3,7,1,6,0,10,8,7,6,10,533,611,3,22,42,2,41,0,2,6,2,1,3,0,0,0,0,3,0,708,8,0,0,0,0,0,0,0,0,1,0,0,0,9,4,0,23,23,55,1,0,0,1,1,2
Thomas Foket,SDR,FRAN,M/D,11,990,11,0,0,1,0,0,0,1,0,1,0,4,0,13,13,3,7,1,5,1,1,34,21,11,12,290,377,3,10,53,7,62,0,0,3,0,0,1,0,0,0,0,2,0,626,11,0,0,0,0,0,0,0,0,4,0,0,0,4,8,0,21,21,14,0,0,0,1,0,13
Abdoulaye Toure,FCN,FRAN,M,11,990,11,0,0,1,0,0,2,0,0,0,0,17,5,11,6,1,7,0,7,0,3,13,9,14,27,494,582,1,17,72,10,65,0,0,3,3,2,14,2,0,0,0,13,0,743,10,1,1,0,0,0,0,0,0,3,0,0,0,7,6,1,7,7,32,0,0,0,0,1,13
Geronimo Rulli,MTP,FRAN,G,11,990,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,258,337,0,1,128,0,6,0,0,0,0,0,0,0,0,0,0,0,0,478,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,12,12,105,0,0,0,0,0,0
Dani Garcia,ATH,LIGA,M,11,990,11,0,0,2,0,0,0,0,0,0,0,5,0,12,0,0,4,0,4,0,2,24,12,16,11,385,466,0,22,67,3,59,0,0,2,0,0,3,0,0,0,0,2,0,577,3,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,19,19,48,0,0,0,1,0,4
Harry Maguire,MUN,EPL,D,11,990,11,0,0,1,0,0,0,0,0,0,0,11,4,16,2,0,9,1,7,1,5,5,4,5,3,599,683,0,41,56,1,50,0,0,10,3,0,1,1,0,0,0,1,0,798,25,0,0,0,0,0,0,0,0,4,0,0,0,11,2,0,44,44,53,1,0,4,2,0,3
Trent Alexander-Arnold,LIV,EPL,D,11,990,11,0,0,3,0,0,1,3,0,1,2,15,5,18,129,29,40,9,21,16,3,14,12,8,2,550,736,11,4,76,7,27,0,0,7,2,0,8,3,1,1,0,5,0,1146,19,0,0,0,0,10,3,48,37,22,4,1,0,9,2,0,28,28,54,0,0,1,2,0,22
Yann M'Vila,ETI,FRAN,M,11,990,11,0,0,1,0,0,0,1,0,1,0,4,2,19,0,0,5,1,4,0,2,19,9,6,10,493,578,0,20,65,2,49,1,0,2,1,0,2,1,0,0,0,8,0,690,2,0,0,0,0,0,0,0,0,4,0,0,0,15,3,0,20,20,62,1,0,0,0,0,2
Jack O'Connell,SHU,EPL,D,11,990,11,0,0,2,0,0,0,1,0,0,1,7,1,16,8,2,5,2,4,0,5,9,8,5,8,347,467,2,52,53,2,70,1,0,7,1,0,0,0,0,0,0,2,0,648,16,0,0,0,0,0,0,0,0,4,0,0,0,8,5,0,62,62,33,1,1,0,0,0,5
Marc-Andre ter Stegen,BAR,LIGA,G,11,990,11,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,2,269,310,0,7,76,0,9,1,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,12,12,71,1,1,0,0,0,0
Bernd Leno,ARS,EPL,G,11,990,11,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,191,270,0,3,104,0,4,1,0,0,0,0,0,0,0,0,0,0,0,416,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0,9,9,26,0,0,0,0,0,0
Ederson,MCI,EPL,G,11,990,11,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,227,252,0,5,85,0,6,1,0,0,0,0,0,0,0,0,0,0,0,364,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,6,6,48,0,0,0,0,0,0
Pau Lopez,ROM,SERI,G,11,990,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,324,0,0,111,0,0,1,0,0,0,0,0,0,0,0,0,0,0,437,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,2,2,80,0,0,0,0,0,0
Conor Coady,WLV,EPL,D,11,990,11,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,1,0,1,0,4,16,9,6,1,397,484,0,14,73,1,32,2,0,0,0,0,0,0,0,0,0,0,0,573,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,1,46,46,63,0,2,0,0,0,2
Andrew Robertson,LIV,EPL,D,11,990,11,0,0,0,0,0,1,3,0,2,1,11,4,17,66,12,15,4,12,0,4,19,10,6,7,688,808,12,5,81,12,43,0,0,6,4,1,5,0,0,0,0,2,0,1103,27,0,0,0,0,2,0,0,0,11,0,0,0,9,2,0,20,20,26,0,0,0,1,1,17
Alban Lafont,FCN,FRAN,G,11,990,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,214,337,0,4,93,0,5,0,0,0,0,0,0,0,0,0,0,0,1,438,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,1,11,11,85,0,1,0,0,0,0
Lewis Dunk,BHA,EPL,D,11,990,11,0,0,4,0,0,0,2,0,2,0,3,1,25,0,0,4,1,2,0,7,14,8,7,9,631,725,0,18,84,3,44,0,1,2,0,0,1,1,0,0,0,1,0,871,10,0,0,0,0,0,0,0,0,1,1,1,0,14,4,0,37,37,48,1,0,0,0,0,4
Rui Silva,GRA,LIGA,G,11,990,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,200,368,0,2,115,0,2,1,0,0,0,0,0,0,0,0,0,0,0,459,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,0,10,10,97,0,0,0,0,0,0
Armando Izzo,TOR,SERI,D,11,990,11,0,0,1,0,0,1,0,0,0,0,8,3,29,4,3,6,0,6,0,10,14,7,13,16,378,484,3,34,56,1,64,0,0,7,3,1,1,0,0,0,0,3,0,654,22,0,0,0,0,0,0,0,0,1,0,0,0,17,1,0,38,38,40,0,1,0,1,1,2
David Soria,GET,LIGA,G,11,990,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,303,0,2,102,0,3,1,1,0,0,0,0,0,0,0,0,0,0,367,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,12,12,89,0,0,0,0,0,0
Marc Cucurella,GET,LIGA,D,11,989,11,0,1,2,0,0,0,3,0,3,0,9,0,9,16,3,12,3,9,0,2,30,17,25,16,225,330,3,13,67,7,63,0,1,4,0,0,5,0,0,0,1,7,0,529,22,0,0,0,0,0,0,4,0,2,1,0,0,15,1,0,9,9,16,0,0,0,0,0,13
Jan Bednarek,SOU,EPL,D,11,988,11,0,1,1,0,0,0,0,0,0,0,1,0,26,0,0,1,0,1,0,6,28,14,9,4,339,446,0,30,50,2,63,3,0,1,0,0,0,0,0,0,0,0,0,657,4,0,0,0,0,0,0,0,0,0,0,0,0,27,2,1,66,66,24,0,1,0,0,0,2
Raul Albiol,VIL,LIGA,D,11,988,11,0,1,4,0,0,0,0,0,0,0,4,1,14,1,0,2,0,2,0,10,12,7,12,5,487,586,0,21,42,1,36,0,1,4,1,0,0,0,0,0,0,0,0,710,6,0,0,0,0,0,0,0,0,0,0,0,0,16,3,1,58,58,69,0,0,1,0,0,1
Iago Aspas,CEL,LIGA,F,11,987,11,0,2,3,0,0,2,0,0,0,0,27,7,7,4,0,10,1,9,0,0,9,6,10,20,280,359,0,6,26,16,50,0,0,19,6,2,8,1,0,0,0,8,0,513,37,2,1,0,1,0,0,0,0,12,2,0,0,14,1,0,1,1,15,0,0,9,6,2,26
Andrea Belotti,TOR,SERI,F,11,987,11,0,1,2,0,0,5,1,0,1,0,25,12,0,12,2,14,2,12,0,1,9,6,17,37,131,203,2,38,30,12,94,0,0,17,9,3,8,3,2,0,0,23,1,407,64,2,2,0,0,0,0,0,0,8,0,0,0,16,1,0,8,8,8,0,0,11,3,3,20
Raul Garcia,ATH,LIGA,M,11,986,11,0,1,3,0,0,4,1,0,1,0,25,11,9,14,2,11,1,10,0,0,18,11,35,21,187,317,2,66,32,3,105,0,0,17,8,3,8,3,1,0,0,5,0,499,36,2,2,0,0,0,0,0,0,9,0,0,0,7,5,0,16,16,10,0,0,3,1,3,6
Bouna Sarr,OM,FRAN,M/D,12,985,11,1,4,0,0,0,0,1,1,0,1,13,2,10,61,9,9,2,8,0,0,29,17,9,23,384,469,8,25,84,19,96,0,0,4,1,0,9,1,0,0,0,21,1,823,18,0,0,0,0,1,0,10,9,17,1,0,0,14,2,0,14,14,11,0,0,3,0,0,42
Koke,ATL,LIGA,M,12,985,11,1,1,2,0,0,0,1,0,0,1,8,3,11,32,11,23,6,13,9,1,25,13,6,10,505,602,3,6,52,3,43,0,1,5,2,0,3,1,0,0,0,8,0,763,19,0,0,0,0,8,1,24,17,3,0,0,0,7,6,0,7,7,17,2,0,1,0,0,5
Emiliano Buendia,NOR,EPL,M,11,983,11,0,1,1,0,0,0,4,0,3,1,13,4,5,62,15,28,2,16,8,3,24,9,13,17,449,552,1,5,57,39,85,1,0,6,1,0,7,3,0,0,0,38,0,889,36,0,0,0,0,11,1,44,43,8,3,1,0,25,1,0,10,10,35,4,0,1,0,0,54
Jamaal Lascelles,NEW,EPL,D,11,982,11,0,1,1,0,0,1,0,0,0,0,4,1,16,0,0,1,0,1,0,11,7,1,10,5,240,291,0,24,61,4,40,0,0,4,1,1,0,0,0,0,0,1,0,418,7,0,0,0,0,0,0,0,0,0,0,0,0,17,2,0,58,58,20,0,0,0,0,0,6
Kalifa Coulibaly,FCN,FRAN,M,11,981,11,0,1,0,0,0,3,0,0,0,0,30,13,5,5,2,10,0,10,0,1,8,5,21,9,107,190,2,56,17,6,76,0,0,26,13,3,4,0,0,0,0,26,0,370,61,0,0,0,0,0,0,0,0,10,0,0,0,6,6,0,16,16,0,0,0,13,5,0,20
Jose Luis Morales,LEV,LIGA,M,12,980,11,1,4,0,0,0,1,1,0,1,0,16,5,2,19,6,14,4,13,0,0,11,4,6,5,160,223,6,2,46,17,35,0,0,13,4,1,3,1,0,0,0,20,0,392,56,0,0,0,0,0,0,0,0,18,0,0,0,13,1,0,0,0,7,1,0,7,4,1,33
John Egan,SHU,EPL,D,11,979,11,0,1,0,0,0,0,0,0,0,0,2,0,22,2,0,0,0,0,0,5,13,11,9,6,293,363,0,42,46,1,61,1,0,2,0,0,0,0,0,0,0,0,0,507,10,0,0,0,0,0,0,0,0,3,0,0,0,8,4,0,65,65,36,0,1,1,0,0,1
Scott McTominay,MUN,EPL,M,11,977,11,0,2,1,0,0,2,1,0,1,0,19,5,14,8,2,7,2,6,0,5,25,10,18,29,443,559,2,21,82,15,89,1,1,7,2,1,12,3,1,0,0,19,0,777,18,0,0,0,0,0,0,0,0,4,0,0,0,10,2,0,16,16,42,0,0,0,1,0,23
Teemu Pukki,NOR,EPL,F,11,977,11,0,2,2,0,0,6,2,0,2,0,30,16,2,2,0,13,3,11,0,0,6,4,11,4,125,158,0,0,21,8,18,0,0,25,13,6,5,3,0,0,0,10,0,273,68,0,0,0,0,0,0,0,0,14,0,0,0,26,1,0,2,2,0,0,0,6,4,3,15
Dale Stephens,BHA,EPL,M,11,977,11,0,2,2,0,0,0,0,0,0,0,10,2,22,2,0,6,0,6,0,2,32,20,19,6,631,716,0,3,93,2,43,0,1,3,0,0,7,2,0,0,0,5,0,850,6,0,0,0,0,0,0,0,0,3,0,0,0,13,3,0,16,16,44,0,0,0,0,0,2
Bjorn Engels,AVL,EPL,D,11,975,11,0,1,1,0,0,0,0,0,0,0,3,0,14,1,0,0,0,0,0,14,8,3,4,3,377,439,0,35,37,1,47,0,2,3,0,0,0,0,0,0,0,1,0,552,5,0,0,0,0,0,0,0,0,0,0,0,0,17,2,1,52,52,28,0,0,1,0,0,1
Ander Capa,ATH,LIGA,D,11,972,11,0,2,2,0,0,0,3,0,3,0,7,1,10,33,3,7,2,4,0,3,26,13,15,6,304,409,3,11,47,16,57,0,0,4,0,0,3,1,0,0,0,9,0,718,12,0,0,0,0,0,0,0,0,8,0,0,0,7,5,0,19,19,20,0,0,1,0,0,30
Dario Benedetto,OM,FRAN,F,12,972,11,1,5,3,0,0,5,0,0,0,0,30,14,0,2,0,9,0,9,0,2,6,4,14,18,148,219,0,18,13,8,50,0,0,18,9,4,12,5,1,0,1,22,0,381,42,1,0,1,0,0,0,0,0,9,3,1,0,15,2,0,14,14,22,0,0,4,2,2,10
Abdoulaye Doucoure,WAT,EPL,M,11,971,11,0,1,2,0,0,1,0,0,0,0,19,4,14,5,1,14,2,14,0,1,25,11,12,5,524,632,1,11,85,13,54,0,0,9,3,1,10,1,0,0,0,8,1,790,29,0,0,0,0,0,0,0,0,3,0,0,0,23,2,1,10,10,22,0,0,1,2,1,22
Gaetan Laborde,MTP,FRAN,F,12,971,11,1,4,1,0,0,0,2,0,2,0,22,5,3,12,0,9,5,7,0,0,9,5,20,12,194,276,0,50,47,20,90,0,0,17,4,0,5,1,0,0,0,18,0,492,49,0,0,0,0,0,0,0,0,9,0,0,0,8,3,0,19,19,4,2,0,3,3,0,41
Gaetan Charbonnier,BRE,FRAN,F,11,969,11,0,2,2,0,0,1,1,1,1,0,25,9,2,10,1,16,3,14,1,3,15,8,19,18,266,349,1,26,24,11,67,0,1,17,9,1,8,0,0,0,0,22,0,551,41,1,0,0,1,0,0,4,0,6,0,0,0,13,5,0,15,15,15,0,0,7,3,0,24
Alexis Blin,ASC,FRAN,M,11,969,11,0,2,1,0,0,0,1,0,0,1,1,0,9,10,4,5,2,3,1,5,19,10,14,17,489,555,2,19,66,5,57,0,0,1,0,0,0,0,0,0,0,5,0,694,2,0,0,0,0,2,1,3,2,1,0,0,0,14,2,0,25,25,27,0,0,1,0,0,7
Digbo Gnampa Habib Maiga,FCM,FRAN,M,11,965,11,0,2,2,0,0,0,1,0,1,0,9,1,18,22,2,4,0,3,0,3,51,31,20,11,484,586,2,18,92,15,94,1,0,4,0,0,5,1,0,0,0,14,0,805,9,0,0,0,0,0,0,0,0,5,0,0,0,15,2,0,17,17,19,0,0,0,0,0,15
Jamal Lewis,NOR,EPL,D,11,965,11,0,2,1,0,0,0,0,0,0,0,2,1,9,18,4,7,1,7,0,6,15,10,7,13,346,451,4,5,68,18,51,0,1,0,0,0,2,1,0,0,0,11,0,725,14,0,0,0,0,0,0,0,0,6,0,0,0,24,1,0,27,27,6,1,0,0,0,0,30
Matteo Guendouzi,ARS,EPL,M,11,963,11,0,2,3,0,0,0,1,0,1,0,7,4,15,2,1,9,1,8,0,4,20,11,10,22,616,702,1,10,65,16,67,0,2,3,3,0,4,1,0,0,1,12,0,877,16,0,0,0,0,0,0,1,0,11,0,0,0,14,2,0,17,17,42,3,0,0,1,0,22
Vicente Iborra,VIL,LIGA,M,11,963,11,0,3,3,0,0,0,1,0,1,0,8,0,14,0,0,4,1,2,0,8,28,20,16,15,432,504,0,34,67,6,82,0,0,5,0,0,3,0,0,0,0,3,0,642,13,0,0,0,0,0,0,0,0,0,0,0,0,16,2,0,26,26,47,1,0,0,1,0,6
Sergio Ramos,RMD,LIGA,D,11,960,11,0,1,1,0,0,1,0,0,0,0,15,5,17,0,0,1,0,1,0,1,15,9,16,9,618,677,0,24,66,0,46,0,1,12,5,1,3,0,0,0,0,2,0,792,16,1,1,0,0,0,0,0,0,3,2,0,0,8,5,0,34,34,65,0,0,0,2,1,0
John Lundstram,SHU,EPL,M,11,960,11,0,2,3,0,0,3,1,0,1,0,15,5,17,18,2,11,4,9,1,2,17,8,10,2,371,442,1,8,64,4,31,0,1,12,5,3,3,0,0,0,0,4,0,601,21,0,0,0,0,0,0,1,1,2,0,0,0,8,5,0,19,19,45,2,0,1,2,3,12
Casemiro,RMD,LIGA,M,11,960,11,0,1,5,0,0,1,1,0,1,0,11,2,27,8,3,5,0,3,1,1,41,27,27,25,537,629,2,31,85,9,105,0,0,5,1,1,6,1,0,0,0,7,0,833,8,0,0,0,0,1,1,0,0,1,2,0,0,8,5,0,18,18,65,1,0,1,1,1,10
Gautier Larsonneur,BRE,FRAN,G,11,958,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,206,348,0,5,123,0,7,0,1,0,0,0,0,0,0,0,0,0,0,472,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,11,11,75,0,0,0,0,0,0
Chris Basham,SHU,EPL,D,11,958,11,0,4,1,0,0,0,0,0,0,0,3,0,18,7,0,2,1,2,0,5,25,16,6,14,244,357,0,33,42,2,72,1,0,2,0,0,1,0,0,0,0,3,0,591,15,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,41,41,18,0,0,3,0,0,7
Oriol Romeu,SOU,EPL,M,11,956,11,0,2,2,0,0,0,0,0,0,0,4,0,15,3,1,7,1,7,0,5,41,27,17,6,422,526,1,10,87,6,63,0,0,1,0,0,3,0,0,0,0,2,0,663,2,0,0,0,0,0,0,0,0,1,0,0,0,26,2,0,12,12,23,0,0,1,0,0,9
Jorginho,CHE,EPL,M,11,954,11,0,2,5,0,0,1,2,0,2,0,6,1,24,4,0,12,4,10,0,3,27,19,11,11,765,865,0,5,108,7,50,0,0,1,1,1,5,0,0,0,0,7,0,1006,4,1,1,0,0,0,0,0,0,1,0,0,0,16,2,1,10,10,48,3,0,0,0,1,10
Mason Mount,CHE,EPL,M,11,953,11,0,3,1,0,0,4,1,0,0,1,29,13,5,53,13,20,2,7,11,0,15,8,13,6,312,380,1,5,45,14,40,0,0,13,8,4,16,5,0,0,1,18,0,600,35,0,0,0,0,14,3,41,32,7,3,0,0,17,1,0,7,7,11,0,0,1,3,2,24
Callum Wilson,BOU,EPL,F,11,952,11,0,3,3,0,0,5,0,0,0,0,17,11,3,10,2,15,2,15,0,0,6,5,20,11,102,159,2,13,28,8,38,0,0,14,9,5,3,2,0,0,1,18,0,315,44,0,0,0,0,0,0,0,0,7,0,0,0,13,2,0,7,7,1,1,0,12,5,5,20
Mikel Oyarzabal,RSO,LIGA,M,11,951,11,0,3,1,0,0,4,3,0,3,0,26,12,8,18,3,13,4,9,1,1,14,5,19,18,201,279,3,18,39,26,75,0,0,17,9,4,9,3,0,0,0,18,0,516,43,2,2,0,0,0,0,1,0,11,0,0,0,12,2,0,8,8,17,0,0,6,2,4,42
Ben Godfrey,NOR,EPL,D,11,950,11,0,1,1,0,0,0,0,0,0,0,3,1,16,0,0,0,0,0,0,15,9,7,4,2,517,568,0,13,71,2,26,0,0,1,0,0,2,1,0,0,0,1,0,691,2,0,0,0,0,0,0,0,0,1,0,0,0,26,0,1,50,50,31,0,0,0,0,0,3
Marcus Rashford,MUN,EPL,F,11,950,11,0,4,1,0,0,5,3,0,3,0,30,12,3,15,2,15,2,12,0,0,7,4,7,17,200,267,0,9,26,19,52,0,0,18,9,4,12,3,1,0,0,10,0,442,55,4,2,1,1,1,0,4,4,9,6,1,0,9,1,0,7,7,8,1,0,4,4,5,30
Fabian Orellana,EIB,LIGA,M,11,946,11,0,3,4,0,0,4,3,0,1,2,23,9,7,56,22,20,1,7,10,0,14,9,10,22,279,362,4,7,53,22,64,0,0,17,8,4,6,1,0,0,0,40,0,644,58,2,2,0,0,3,1,41,37,15,1,0,0,16,0,0,0,0,13,1,0,2,1,4,48
Domingos Duarte,GRA,LIGA,D,11,945,11,0,1,2,0,0,2,0,0,0,0,4,3,11,0,0,0,0,0,0,8,7,5,11,2,311,376,0,19,35,2,30,0,0,3,2,2,1,1,0,0,0,0,0,477,8,0,0,0,0,0,0,0,0,0,0,0,0,12,6,1,36,36,22,0,1,1,0,1,3
Alexander Djiku,STR,FRAN,D,11,945,11,0,1,3,0,0,0,1,0,1,0,6,1,22,3,1,2,0,1,0,5,15,11,13,11,543,621,1,36,55,3,64,0,2,3,1,0,3,0,0,0,0,3,0,758,3,0,0,0,0,0,0,0,0,3,0,0,0,11,3,0,41,41,51,0,0,0,2,0,6
Ezequiel Garay,VAL,LIGA,D,11,945,11,0,1,2,0,0,0,0,0,0,0,4,1,6,2,0,2,0,2,0,10,6,4,6,0,523,590,0,19,41,0,25,0,0,3,0,0,1,1,0,0,0,0,0,678,9,0,0,0,0,0,0,0,0,3,0,0,0,15,1,1,45,45,31,0,0,0,1,0,0
Raul Jimenez,WLV,EPL,F,11,945,11,0,4,2,0,0,4,2,0,2,0,29,12,6,8,1,14,5,11,1,0,6,4,10,7,209,291,1,21,32,21,55,0,0,23,10,4,6,2,0,0,0,19,0,483,49,2,2,0,0,0,0,0,0,7,0,0,0,13,2,0,13,13,13,1,0,8,2,3,29
Pedro Mendes,MTP,FRAN,D,11,945,11,0,1,5,0,0,1,0,0,0,0,8,3,19,4,0,1,0,1,0,11,15,10,16,14,416,518,0,18,81,5,50,0,0,7,3,1,1,0,0,0,0,2,0,658,8,0,0,0,0,0,0,0,0,2,0,0,0,9,2,0,31,31,47,0,0,0,0,1,5
Kelvin Amian,TFC,FRAN,D,12,945,11,1,0,2,0,0,0,2,0,2,0,5,1,13,5,1,5,2,2,0,4,14,10,11,3,298,354,1,14,51,7,38,0,0,2,0,0,3,1,0,0,0,4,0,519,6,0,0,0,0,0,0,0,0,0,0,0,0,22,2,1,36,36,10,0,0,0,0,0,15
Philip Billing,BOU,EPL,M,11,944,11,0,2,4,0,0,0,1,0,1,0,13,2,28,4,0,4,1,3,0,10,25,13,13,7,367,473,0,34,73,13,79,0,0,4,0,0,9,2,0,0,0,16,0,713,14,0,0,0,0,0,0,0,0,7,1,0,0,12,3,0,29,29,21,0,0,0,0,0,19
Sergio Canales,BET,LIGA,M,11,944,11,0,3,2,0,0,0,1,1,1,0,11,2,4,38,7,15,1,11,3,1,8,5,9,12,509,586,2,1,63,12,33,0,0,2,0,0,9,2,0,0,0,9,0,731,13,0,0,0,0,9,1,18,12,5,2,0,0,18,2,1,6,6,38,1,0,0,1,0,14
Sehrou Guirassy,ASC,FRAN,F,11,942,11,0,4,3,0,0,3,1,0,0,1,25,9,2,5,1,7,1,6,0,3,5,2,19,33,222,311,1,53,32,8,98,0,0,17,7,3,8,2,0,0,0,23,0,497,41,2,1,0,1,0,0,0,0,12,2,1,0,16,0,0,10,10,5,1,0,7,4,3,17
Iddrisu Baba,MRC,LIGA,M,11,941,11,0,3,4,0,0,0,0,0,0,0,3,0,15,1,0,2,0,2,0,2,20,10,20,16,337,422,0,36,84,14,86,0,0,1,0,0,2,0,0,0,0,14,1,580,7,0,0,0,0,0,0,0,0,1,0,0,0,14,2,1,16,16,17,0,0,1,1,0,16
Lucas Ocampos,SEV,LIGA,M,11,941,11,0,2,3,0,0,4,1,0,1,0,26,10,6,40,8,10,4,9,0,0,25,15,16,18,232,300,8,13,58,27,83,0,0,20,10,4,6,0,0,0,0,32,0,627,72,0,0,0,0,0,0,0,0,20,0,0,0,11,4,0,6,6,6,0,0,3,0,2,58
