Player,GP,MIN,ST,ON,OFF,Y,YR,R,G,A,SA,AOP,ASP,S,SOG,INT,CR,ACR,CC,BCC,CCOP,CCSP,BLK,TKL,TKLW,FC,FS,P,AP,ACRO,AW,BR,DR,DW,EG,ES,IBS,IBSOG,IBG,OBS,OBSOG,OBG,AOG,APW,DSP,OWN,TOUCH,TBOX,PK,PKG,PKM,PKSVD,FKCR,FKACR,CRN,CRNCR,CRNW,FKS,FKSOG,FKG,GC,CS,PKC,CL,ECL,ALB,ATB,LMT,TOFF,BCM,BCS,ATTDR
Fode Ballo-Toure,71,5922,68,3,9,15,0,1,0,4,0,4,0,14,6,90,167,32,43,7,36,3,11,159,113,62,79,1943,2377,32,95,362,74,403,2,3,12,5,0,2,1,0,0,1,63,2,4104,62,0,0,0,0,0,0,1,0,28,0,0,0,99,11,3,114,114,67,2,0,12,1,0,121
Fode Camara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fouad Chafik,79,6337,73,6,25,8,0,0,0,5,2,5,0,22,6,136,165,42,58,9,51,2,19,198,161,69,63,1887,2520,42,68,443,84,411,0,2,3,2,0,19,4,0,0,0,51,0,4446,38,0,0,0,0,0,0,0,0,26,0,0,0,116,7,4,182,177,149,1,0,3,0,0,123
Fousseni Diabate,21,949,10,11,9,2,0,0,0,2,0,1,1,7,2,10,17,5,12,1,10,0,0,16,9,3,16,274,350,5,17,55,24,73,0,0,4,2,0,3,0,0,0,0,22,0,570,31,0,0,0,0,0,0,0,0,9,0,0,0,18,0,0,7,7,5,0,0,2,1,0,48
Fraizer Campbell,12,154,0,12,0,0,0,0,1,0,0,0,0,4,1,1,2,1,1,0,1,0,0,3,1,2,3,36,46,1,3,2,1,10,0,0,4,1,1,0,0,0,0,0,4,0,78,13,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,2,1,0,0,0,0,1,2
Fran Beltran,38,2008,22,16,8,3,0,1,1,0,0,0,0,19,3,22,4,0,13,2,13,0,3,33,26,15,18,1044,1141,0,6,128,17,74,0,1,6,1,1,13,2,0,0,0,25,0,1388,16,0,0,0,0,0,0,0,0,1,0,0,0,39,4,0,21,21,64,1,0,0,0,1,20
Fran Gamez,5,450,5,0,0,0,0,0,0,0,0,0,0,4,0,10,9,1,1,0,0,1,1,18,13,2,1,110,146,1,4,22,2,25,0,0,1,0,0,3,0,0,0,0,3,0,300,4,0,0,0,0,0,0,0,0,3,0,0,0,5,2,0,8,8,13,0,1,1,0,0,3
Fran Manzanara,4,155,1,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,7,5,1,1,60,67,0,5,5,0,13,0,0,1,0,0,0,0,0,0,0,0,0,97,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,7,2,0,0,0,0,0,0
Fran Merida,23,1335,15,8,9,7,1,1,1,0,0,0,0,22,4,31,21,3,13,2,10,2,2,50,28,36,13,588,771,1,3,116,21,87,0,0,4,1,1,18,3,0,0,0,24,0,1060,12,0,0,0,0,4,1,11,9,10,1,0,0,37,0,1,11,10,95,2,0,0,0,1,32
Fran Rico,17,1225,13,4,2,5,0,0,2,1,1,1,0,13,5,31,17,3,9,0,7,1,4,43,29,29,9,425,570,2,17,87,2,70,0,0,7,3,2,6,2,0,0,0,9,0,757,12,0,0,0,0,2,0,10,9,3,1,1,0,20,1,0,6,4,56,1,0,0,0,0,6
Francesco Acerbi,123,11030,123,0,1,13,1,1,8,1,0,1,0,55,20,276,23,6,29,3,28,0,101,162,118,76,122,4876,5648,6,305,788,48,630,2,3,44,17,7,11,3,1,0,0,29,1,7468,85,1,1,0,0,0,0,0,0,11,0,0,0,174,30,1,668,662,525,1,0,7,8,5,59
Francesco Bardi,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,59,0,1,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1,0,4,4,13,0,0,0,0,0,0
Francesco Caputo,46,4018,45,1,2,4,0,0,19,6,0,6,0,114,48,2,18,2,50,9,44,0,1,14,10,31,49,781,1005,2,26,93,16,104,0,0,107,45,19,7,3,0,0,0,59,0,1507,307,6,3,2,1,0,0,0,0,38,0,0,0,83,5,0,12,12,22,0,0,36,18,15,47
Francesco Cassata,32,1792,22,10,12,12,1,3,3,2,0,2,0,19,6,13,24,4,16,0,14,0,1,33,18,55,36,444,573,4,12,108,28,108,0,1,6,2,1,13,4,2,0,0,28,0,890,12,0,0,0,0,1,0,5,4,4,1,1,1,40,0,0,13,13,48,0,0,0,0,0,53
Francesco Forte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Francesco Lodi,1,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Francesco Magnanelli,79,5943,69,10,17,16,3,3,1,0,2,0,0,27,2,125,42,9,52,1,41,11,24,155,109,106,158,3598,4234,2,83,552,25,411,2,2,2,1,0,25,1,1,0,0,47,0,5189,8,0,0,0,0,12,3,19,18,8,0,0,0,96,21,2,121,121,366,2,0,0,0,0,36
Francesco Mele,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Francesco Migliore,6,328,4,2,2,1,0,0,0,0,0,0,0,1,0,3,9,2,3,1,3,0,0,5,5,7,1,97,128,2,4,27,2,12,0,1,0,0,0,1,0,0,0,0,6,0,201,3,0,0,0,0,0,0,0,0,2,0,0,0,6,1,0,7,7,6,0,0,0,0,0,4
Francesco Renzetti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Francesco Rossi,2,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0
Francesco Semeraro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Francesco Totti,18,364,1,17,0,2,0,0,2,3,1,3,0,19,3,5,39,16,23,5,13,7,0,6,3,5,7,237,309,7,0,31,2,15,0,1,5,2,2,14,1,0,0,0,7,0,417,10,2,2,0,0,4,1,23,18,8,4,1,0,8,1,0,1,1,34,5,0,0,0,2,3
Francesco Verde,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Francesco Vicari,72,6069,70,2,12,17,0,1,2,2,0,0,2,19,6,92,2,0,5,2,3,0,59,73,49,49,40,2251,2556,0,107,258,3,220,2,1,14,6,2,5,0,0,0,0,7,2,3352,24,0,0,0,0,0,0,0,0,4,0,0,0,96,14,2,394,394,226,0,1,0,0,0,6
Franchu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Francis Coquelin,81,5120,59,22,28,12,1,1,1,1,1,0,1,34,9,139,6,1,37,3,36,0,17,154,100,79,88,2576,2954,1,102,423,69,411,0,2,13,4,1,21,5,0,0,1,88,0,3882,51,0,0,0,0,0,0,0,0,11,0,0,0,69,11,2,94,94,168,3,0,2,1,0,90
Francis Guerrero,36,2781,32,4,15,3,0,0,1,1,0,1,0,14,4,42,103,14,22,2,19,2,5,82,47,26,65,1023,1267,14,20,146,32,198,1,3,10,4,1,4,0,0,0,0,41,0,2102,55,0,0,0,0,0,0,0,0,22,0,0,0,36,9,0,56,56,23,0,0,2,1,0,58
Francis Uzoho,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,42,0,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,12,0,0,0,0,0,0
Francisco Aday,41,2480,28,13,11,12,0,0,2,2,0,2,0,42,17,32,184,34,33,4,27,4,3,26,23,45,23,741,939,34,41,121,33,121,2,0,20,9,2,22,8,0,0,0,27,1,1731,47,2,1,0,1,2,0,12,6,31,7,3,0,41,3,1,61,61,54,0,0,6,2,1,51
Francisco Molinero,10,575,5,5,0,5,0,0,0,0,0,0,0,4,0,14,11,3,3,0,3,0,0,13,10,21,6,138,197,3,6,32,3,28,0,0,2,0,0,2,0,0,0,0,4,0,358,6,0,0,0,0,0,0,0,0,3,0,0,0,6,3,1,21,21,11,0,0,0,0,0,4
Francisco Montero,9,401,4,5,2,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,8,4,6,1,120,160,0,1,13,0,10,0,1,0,0,0,0,0,0,0,0,0,0,217,1,0,0,0,0,0,0,0,0,1,0,0,0,5,1,0,16,16,10,0,0,2,0,0,0
Francisco Portillo,71,4549,47,24,22,9,0,1,3,8,3,7,1,31,13,39,69,8,49,13,41,0,1,67,39,60,66,1338,1767,8,20,314,78,227,0,0,21,13,3,10,0,0,0,0,105,0,2600,78,2,1,0,1,0,0,18,6,29,0,0,0,46,11,0,19,19,63,14,0,4,6,2,153
Francisco Sierralta,6,266,2,4,0,2,0,0,0,0,0,0,0,2,0,4,2,0,2,1,2,0,1,11,8,7,3,61,90,0,16,10,2,32,0,0,1,0,0,1,0,0,0,0,1,1,157,3,0,0,0,0,0,0,0,0,2,0,0,0,7,1,0,26,26,8,0,0,0,0,0,3
Franck Alain Djoulou Zohoki,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Franck Beria,28,2329,27,1,3,6,1,1,1,0,0,0,0,13,2,57,28,7,15,3,13,2,11,25,19,47,32,771,974,7,74,137,9,138,0,2,7,2,1,6,0,0,0,0,12,0,1573,23,0,0,0,0,0,0,0,0,3,0,0,0,24,8,1,93,89,31,0,0,0,1,0,15
Franck Evina,2,111,2,0,2,0,0,0,0,0,0,0,0,3,0,0,3,2,1,1,1,0,0,2,2,1,1,24,31,2,2,6,1,6,0,0,2,0,0,1,0,0,0,0,2,0,57,7,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8
Franck Kessie,111,9297,105,6,16,22,1,2,19,8,0,7,1,184,58,94,134,31,117,9,108,1,25,142,93,182,117,4365,5100,31,115,673,144,512,2,4,123,42,16,61,16,3,1,1,170,0,6846,357,10,9,0,1,0,0,7,1,82,0,0,0,113,29,3,110,107,207,2,0,8,14,13,215
Franck Ribery,76,4210,46,30,37,9,0,1,18,17,0,16,1,82,39,28,111,34,114,16,85,11,2,53,38,51,108,2221,2637,20,14,236,119,294,0,0,63,36,18,19,3,0,0,1,117,0,3727,338,0,0,0,0,3,0,42,33,48,1,0,0,36,4,0,6,6,120,5,0,19,9,11,249
Franck Signorino,17,1477,17,0,3,3,0,0,0,0,0,0,0,1,0,39,29,2,4,0,3,1,9,36,24,13,12,296,412,2,20,70,6,73,0,1,0,0,0,1,0,0,0,0,12,0,856,0,0,0,0,0,0,0,0,0,1,0,0,0,36,4,0,66,55,17,0,0,0,0,0,13
Franck Tabanou,23,1594,20,3,7,8,0,0,0,2,0,2,0,4,1,34,69,14,8,2,2,4,4,35,28,29,24,512,667,11,37,88,14,108,0,1,3,0,0,1,1,0,0,0,11,0,1175,7,0,0,0,0,3,1,2,2,8,0,0,0,36,1,1,68,68,46,0,0,3,0,0,25
Franck Tsadjout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Franco Brienza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Franco Di Santo,52,2394,29,23,24,7,0,1,3,3,1,3,0,39,18,8,46,13,26,5,23,0,3,28,21,76,45,420,645,13,86,72,17,174,0,0,31,15,3,8,3,0,0,1,27,0,1045,92,1,1,0,0,0,0,0,0,15,0,0,0,30,3,0,31,30,13,2,0,26,4,1,45
Franco Signorelli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Franco Vazquez,102,6365,75,27,45,21,0,1,17,13,2,11,2,162,44,43,114,30,103,25,86,4,9,160,118,164,212,2296,2944,20,153,459,106,617,1,1,107,37,15,55,7,2,0,0,172,0,4453,260,0,0,0,0,2,0,29,22,52,0,0,0,93,6,3,48,48,121,15,0,26,14,9,192
Franco Zuculini,11,326,3,8,3,1,0,0,0,0,0,0,0,4,2,5,2,1,5,0,5,0,0,12,9,16,8,135,165,1,4,31,9,33,0,1,1,1,0,3,1,0,0,0,6,0,238,3,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,6,6,7,0,0,1,0,0,11
Francois Bellugou,56,3607,43,13,20,11,0,2,0,0,0,0,0,4,2,58,6,0,12,1,12,0,12,82,61,70,19,1614,1939,0,72,255,22,193,0,0,3,1,0,1,1,0,0,0,20,0,2362,16,0,0,0,0,0,0,0,0,2,0,0,0,61,5,0,81,81,135,1,0,2,1,0,30
Francois Kamano,108,6633,73,35,46,15,0,0,24,10,1,10,0,214,77,45,129,17,84,14,72,2,3,90,60,128,128,1735,2135,15,30,393,134,379,0,1,119,48,22,95,29,2,0,0,157,0,3623,306,5,5,0,0,2,0,21,16,78,4,1,0,85,5,0,19,19,55,5,0,35,17,15,267
Franjo Prce,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Fraser Forster,59,5310,59,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,616,1322,0,5,377,1,7,5,2,0,0,0,0,0,0,0,0,0,0,1734,0,0,0,0,0,0,0,0,0,1,0,0,0,81,18,0,28,28,362,0,0,0,0,0,1
Fred,24,1460,17,7,8,4,0,0,1,1,0,1,0,28,4,23,14,6,18,1,16,1,4,46,26,33,25,898,1036,3,4,149,15,90,1,1,8,1,1,20,3,0,0,0,22,0,1350,20,0,0,0,0,3,2,4,3,8,1,1,0,24,0,1,16,16,79,1,0,1,1,0,24
Freddie Ladapo,1,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Freddie Woodman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frederic Guilbert,105,9204,103,2,8,28,1,1,2,7,1,6,1,44,9,264,333,60,57,10,46,4,45,347,234,156,107,2347,3170,60,261,567,84,787,0,3,16,6,1,28,3,1,1,0,85,0,6281,48,0,0,0,0,0,0,1,0,51,0,0,0,143,26,0,327,322,190,0,1,4,2,1,159
Frederic Sammaritano,76,4140,48,28,38,7,1,1,4,8,1,8,0,93,39,25,245,76,94,10,49,37,4,76,59,45,65,1323,1622,23,6,247,50,197,0,1,54,25,4,39,14,0,1,0,85,0,2535,126,2,1,0,1,32,9,111,92,47,2,0,0,59,2,0,27,27,66,2,0,10,3,3,77
Frederic Veseli,48,3715,39,9,1,7,0,0,0,2,0,2,0,6,1,50,30,11,8,0,5,1,25,52,31,50,10,1439,1678,7,30,185,10,102,1,1,4,1,0,2,0,0,0,0,10,0,2307,13,0,0,0,0,0,0,7,5,4,0,0,0,75,6,2,139,139,90,0,2,2,1,0,14
Frederik Ronnow,6,482,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,114,190,0,0,57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,2,2,61,0,0,0,0,0,0
Frederik Sorensen,59,4682,54,5,7,14,0,0,2,3,0,1,2,34,10,135,29,7,23,4,19,1,39,152,108,100,35,1521,2072,7,140,204,11,332,0,3,27,9,2,7,1,0,1,0,5,0,3195,42,0,0,0,0,0,0,0,0,9,0,0,0,74,13,1,278,267,232,1,1,1,2,2,17
Fredrik Jensen,9,253,2,7,2,0,0,0,0,0,0,0,0,3,1,2,2,0,2,1,2,0,0,6,5,4,1,36,62,0,6,8,3,16,0,0,1,0,0,2,1,0,0,0,5,0,110,8,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,4,4,2,0,0,0,1,0,4
Fredrik Ulvestad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frenkie de Jong,11,858,10,1,4,1,0,0,1,1,0,1,0,1,1,8,1,0,12,2,11,0,3,19,16,10,14,583,634,0,7,57,23,63,0,0,1,1,1,0,0,0,0,0,12,0,772,13,0,0,0,0,0,0,0,0,1,0,0,0,12,2,0,4,4,25,2,0,1,0,1,31
Furkan Zorba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ga&euml;l Danic,29,1835,19,10,11,7,1,1,4,3,0,2,1,37,16,22,124,26,27,4,14,10,1,39,22,26,22,486,730,9,12,112,32,105,0,0,12,5,3,25,11,1,0,0,43,0,1186,33,0,0,0,0,18,4,46,43,23,5,2,0,31,2,0,4,4,45,0,0,4,3,3,42
Gabi,67,5153,57,10,12,16,0,0,0,1,1,0,1,35,6,113,98,38,47,2,15,31,26,197,130,118,59,3080,3700,4,59,505,25,333,0,0,3,2,0,32,4,0,0,0,51,0,4589,7,1,0,0,1,20,10,67,61,8,0,0,0,39,28,2,67,67,252,3,1,1,1,0,40
Gabigol,9,112,0,9,0,3,0,0,1,0,0,0,0,10,2,1,8,3,4,0,2,2,0,2,1,2,3,55,64,1,0,4,6,11,0,0,7,1,1,3,1,0,0,0,4,0,102,13,0,0,0,0,0,0,7,6,3,0,0,0,1,0,0,0,0,1,0,0,1,0,1,7
Gabriel,38,3062,32,6,1,5,0,0,1,0,0,0,0,14,3,31,0,0,4,0,2,2,13,38,24,25,33,1246,1578,0,82,207,1,150,2,4,12,3,1,2,0,0,0,0,5,1,2019,19,0,0,0,0,0,0,0,0,1,1,0,0,41,10,1,99,99,141,2,0,0,0,0,2
Gabriel Boschilia,49,1964,21,28,19,2,0,0,10,6,0,5,1,69,29,14,90,23,38,3,24,8,3,50,33,22,43,604,754,5,9,116,30,131,0,0,24,12,6,45,17,4,0,0,43,0,1266,61,0,0,0,0,12,3,59,52,14,15,6,3,28,1,0,9,9,10,2,0,1,4,5,51
Gabriel Fernandez,7,242,3,4,3,1,0,0,1,0,0,0,0,2,2,1,1,0,0,0,0,0,1,0,0,7,2,23,35,0,10,4,0,12,0,0,2,2,1,0,0,0,0,0,4,0,61,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,2,1,0,1
Gabriel Jesus,76,3774,39,37,23,9,0,0,30,11,2,10,1,150,82,16,8,1,56,11,44,0,2,39,24,60,61,1058,1301,1,58,134,71,228,0,0,139,80,30,11,2,0,0,0,73,0,2014,334,4,2,1,1,0,0,1,0,43,0,0,0,31,9,0,11,11,25,3,0,44,39,26,110
Gabriel Martinelli,4,75,0,4,0,1,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,4,2,3,2,12,15,0,2,5,1,8,0,0,1,0,0,0,0,0,0,0,2,0,42,8,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,1,1,0,0,0,0,0,0,4
Gabriel Meli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gabriel Mercado,77,5954,69,8,17,29,0,0,5,3,0,3,0,42,17,112,42,8,16,6,13,0,43,159,104,117,50,2221,2717,8,111,291,9,325,2,1,29,12,5,13,5,0,1,2,11,0,3769,67,0,0,0,0,0,0,0,0,11,0,0,0,90,20,2,204,201,128,0,0,10,3,4,16
Gabriel Paletta,30,2592,30,0,0,3,3,5,2,1,1,0,1,21,6,37,5,2,9,2,8,0,26,52,40,30,18,1482,1718,2,68,130,2,137,0,1,16,6,2,5,0,0,0,1,3,1,2096,33,0,0,0,0,0,0,0,0,4,0,0,0,31,9,3,159,146,214,1,1,1,0,1,3
Gabriel Paulista,89,7551,83,6,5,19,1,1,0,1,1,1,0,37,8,170,9,2,12,0,10,1,53,110,66,73,69,3528,4042,2,201,463,17,383,0,7,32,7,0,5,1,0,0,0,12,0,5208,53,0,0,0,0,0,0,0,0,8,1,0,0,90,23,3,415,415,256,1,3,1,4,0,23
Gabriel Penalba,7,572,7,0,2,3,0,0,0,0,1,0,0,5,0,8,0,0,1,0,1,0,4,6,5,9,4,326,380,0,14,55,6,30,0,0,0,0,0,5,0,0,0,0,3,0,447,2,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0,13,13,10,0,1,0,0,0,8
Gabriel Pires,63,5135,61,2,24,15,0,1,10,4,0,4,0,99,33,64,33,8,57,7,52,1,13,162,113,123,118,1597,2376,8,261,369,85,623,0,0,56,19,8,43,14,2,0,0,153,0,3544,155,1,1,0,0,0,0,3,0,12,9,5,1,78,14,0,47,47,115,3,0,7,0,7,162
Gabriel Salazar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gabriel Silva,61,4720,52,9,10,8,0,1,1,4,0,4,0,17,4,92,109,15,30,2,23,3,11,64,42,73,93,1313,1642,15,72,235,34,260,1,1,8,3,1,9,1,0,0,0,38,0,3038,38,0,0,0,0,0,0,0,0,23,0,0,0,71,10,1,145,141,72,0,0,8,0,1,56
Gabriel Strefezza,7,426,4,3,1,2,1,1,0,2,0,2,0,13,2,6,14,2,5,1,3,0,1,18,14,10,7,126,155,2,2,23,7,34,0,0,4,1,0,9,1,0,0,0,16,0,285,11,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,2,2,8,0,0,1,0,0,14
Gabriele Aldegani,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gabriele Angella,26,1906,19,7,2,6,0,0,1,0,0,0,0,11,4,45,5,0,4,0,4,0,17,32,26,27,9,736,919,0,67,87,1,107,1,2,11,4,1,0,0,0,0,0,0,1,1233,13,0,0,0,0,0,0,0,0,1,0,0,0,36,3,3,139,139,107,0,0,0,1,1,1
Gabriele Corbo,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gabriele Gori,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gabriele Marchegiani,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gabriele Moncini,3,95,1,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,2,0,0,2,1,1,2,4,8,0,3,3,0,7,0,0,1,0,0,0,0,0,0,0,2,0,23,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Gabriele Rolando,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gael Clichy,25,2125,24,1,3,2,0,0,1,0,0,0,0,2,1,53,26,7,16,1,15,1,2,44,32,12,8,1239,1454,7,30,132,9,91,0,0,0,0,0,2,1,1,0,0,8,0,1979,12,0,0,0,0,0,0,0,0,3,0,0,0,24,8,2,86,80,44,1,0,1,0,0,11
